data,pais,variavel,valor,atualizacao
1960-01-01,Australia,"Inflação (anual, %)",3.72881355932203,2024-03-31
1961-01-01,Australia,"Inflação (anual, %)",2.28758169934641,2024-03-31
1962-01-01,Australia,"Inflação (anual, %)",-0.319488817891379,2024-03-31
1963-01-01,Australia,"Inflação (anual, %)",0.641025641025652,2024-03-31
1964-01-01,Australia,"Inflação (anual, %)",2.86624203821656,2024-03-31
1965-01-01,Australia,"Inflação (anual, %)",3.40557275541795,2024-03-31
1966-01-01,Australia,"Inflação (anual, %)",3.29341317365269,2024-03-31
1967-01-01,Australia,"Inflação (anual, %)",3.47826086956522,2024-03-31
1968-01-01,Australia,"Inflação (anual, %)",2.52100840336134,2024-03-31
1969-01-01,Australia,"Inflação (anual, %)",3.27868852459016,2024-03-31
1970-01-01,Australia,"Inflação (anual, %)",3.43915343915341,2024-03-31
1971-01-01,Australia,"Inflação (anual, %)",6.13810741687984,2024-03-31
1972-01-01,Australia,"Inflação (anual, %)",6.02409638554213,2024-03-31
1973-01-01,Australia,"Inflação (anual, %)",9.09090909090915,2024-03-31
1974-01-01,Australia,"Inflação (anual, %)",15.4166666666666,2024-03-31
1975-01-01,Australia,"Inflação (anual, %)",15.1624548736462,2024-03-31
1976-01-01,Australia,"Inflação (anual, %)",13.3228840125392,2024-03-31
1977-01-01,Australia,"Inflação (anual, %)",12.3098201936376,2024-03-31
1978-01-01,Australia,"Inflação (anual, %)",8.0049261083744,2024-03-31
1979-01-01,Australia,"Inflação (anual, %)",9.12200684150515,2024-03-31
1980-01-01,Australia,"Inflação (anual, %)",10.1358411703239,2024-03-31
1981-01-01,Australia,"Inflação (anual, %)",9.48766603415561,2024-03-31
1982-01-01,Australia,"Inflação (anual, %)",11.3518197573657,2024-03-31
1983-01-01,Australia,"Inflação (anual, %)",10.0389105058366,2024-03-31
1984-01-01,Australia,"Inflação (anual, %)",3.96039603960396,2024-03-31
1985-01-01,Australia,"Inflação (anual, %)",6.734693877551,2024-03-31
1986-01-01,Australia,"Inflação (anual, %)",9.05035054174634,2024-03-31
1987-01-01,Australia,"Inflação (anual, %)",8.53302162478083,2024-03-31
1988-01-01,Australia,"Inflação (anual, %)",7.21593968766828,2024-03-31
1989-01-01,Australia,"Inflação (anual, %)",7.53390256152688,2024-03-31
1990-01-01,Australia,"Inflação (anual, %)",7.33302195235872,2024-03-31
1991-01-01,Australia,"Inflação (anual, %)",3.17667536988685,2024-03-31
1992-01-01,Australia,"Inflação (anual, %)",1.01223112610714,2024-03-31
1993-01-01,Australia,"Inflação (anual, %)",1.75365344467641,2024-03-31
1994-01-01,Australia,"Inflação (anual, %)",1.96963479688141,2024-03-31
1995-01-01,Australia,"Inflação (anual, %)",4.62776659959759,2024-03-31
1996-01-01,Australia,"Inflação (anual, %)",2.61538461538461,2024-03-31
1997-01-01,Australia,"Inflação (anual, %)",0.224887556221887,2024-03-31
1998-01-01,Australia,"Inflação (anual, %)",0.860134629768142,2024-03-31
1999-01-01,Australia,"Inflação (anual, %)",1.48312940304041,2024-03-31
2000-01-01,Australia,"Inflação (anual, %)",4.45743514797224,2024-03-31
2001-01-01,Australia,"Inflação (anual, %)",4.40713536201469,2024-03-31
2002-01-01,Australia,"Inflação (anual, %)",2.98157453936348,2024-03-31
2003-01-01,Australia,"Inflação (anual, %)",2.73259596616786,2024-03-31
2004-01-01,Australia,"Inflação (anual, %)",2.34325522482583,2024-03-31
2005-01-01,Australia,"Inflação (anual, %)",2.6918316831683202,2024-03-31
2006-01-01,Australia,"Inflação (anual, %)",3.55528773727026,2024-03-31
2007-01-01,Australia,"Inflação (anual, %)",2.32761128891476,2024-03-31
2008-01-01,Australia,"Inflação (anual, %)",4.35029854990048,2024-03-31
2009-01-01,Australia,"Inflação (anual, %)",1.77111716621254,2024-03-31
2010-01-01,Australia,"Inflação (anual, %)",2.91834002677376,2024-03-31
2011-01-01,Australia,"Inflação (anual, %)",3.3038501560874,2024-03-31
2012-01-01,Australia,"Inflação (anual, %)",1.76278015613196,2024-03-31
2013-01-01,Australia,"Inflação (anual, %)",2.4498886414254,2024-03-31
2014-01-01,Australia,"Inflação (anual, %)",2.48792270531404,2024-03-31
2015-01-01,Australia,"Inflação (anual, %)",1.50836672165921,2024-03-31
2016-01-01,Australia,"Inflação (anual, %)",1.27699094497324,2024-03-31
2017-01-01,Australia,"Inflação (anual, %)",1.94864740944527,2024-03-31
2018-01-01,Australia,"Inflação (anual, %)",1.91140094445691,2024-03-31
2019-01-01,Australia,"Inflação (anual, %)",1.61076787290379,2024-03-31
2020-01-01,Australia,"Inflação (anual, %)",0.846905537459305,2024-03-31
2021-01-01,Australia,"Inflação (anual, %)",2.86391042204994,2024-03-31
2022-01-01,Australia,"Inflação (anual, %)",6.59409671341846,2024-03-31
1960-01-01,Belgium,"Inflação (anual, %)",0.299467254769695,2024-03-31
1961-01-01,Belgium,"Inflação (anual, %)",0.992676260767339,2024-03-31
1962-01-01,Belgium,"Inflação (anual, %)",1.40460703543514,2024-03-31
1963-01-01,Belgium,"Inflação (anual, %)",2.14800341332202,2024-03-31
1964-01-01,Belgium,"Inflação (anual, %)",4.1687605856436996,2024-03-31
1965-01-01,Belgium,"Inflação (anual, %)",4.06520137474643,2024-03-31
1966-01-01,Belgium,"Inflação (anual, %)",4.17434761852995,2024-03-31
1967-01-01,Belgium,"Inflação (anual, %)",2.73030268590907,2024-03-31
1968-01-01,Belgium,"Inflação (anual, %)",2.70144982931349,2024-03-31
1969-01-01,Belgium,"Inflação (anual, %)",3.75399229053284,2024-03-31
1970-01-01,Belgium,"Inflação (anual, %)",3.9084723847191,2024-03-31
1971-01-01,Belgium,"Inflação (anual, %)",4.34362854612092,2024-03-31
1972-01-01,Belgium,"Inflação (anual, %)",5.44843128438085,2024-03-31
1973-01-01,Belgium,"Inflação (anual, %)",6.95528008719914,2024-03-31
1974-01-01,Belgium,"Inflação (anual, %)",12.6778877513452,2024-03-31
1975-01-01,Belgium,"Inflação (anual, %)",12.7681985920515,2024-03-31
1976-01-01,Belgium,"Inflação (anual, %)",9.06860981054968,2024-03-31
1977-01-01,Belgium,"Inflação (anual, %)",7.09600059132598,2024-03-31
1978-01-01,Belgium,"Inflação (anual, %)",4.47059331592944,2024-03-31
1979-01-01,Belgium,"Inflação (anual, %)",4.46908394900479,2024-03-31
1980-01-01,Belgium,"Inflação (anual, %)",6.64868829655356,2024-03-31
1981-01-01,Belgium,"Inflação (anual, %)",7.62748656814276,2024-03-31
1982-01-01,Belgium,"Inflação (anual, %)",8.72654906555469,2024-03-31
1983-01-01,Belgium,"Inflação (anual, %)",7.66160983743883,2024-03-31
1984-01-01,Belgium,"Inflação (anual, %)",6.34177491009126,2024-03-31
1985-01-01,Belgium,"Inflação (anual, %)",4.86873399496944,2024-03-31
1986-01-01,Belgium,"Inflação (anual, %)",1.2943681910248,2024-03-31
1987-01-01,Belgium,"Inflação (anual, %)",1.55338261314948,2024-03-31
1988-01-01,Belgium,"Inflação (anual, %)",1.16093493415325,2024-03-31
1989-01-01,Belgium,"Inflação (anual, %)",3.10705065111094,2024-03-31
1990-01-01,Belgium,"Inflação (anual, %)",3.44831217961808,2024-03-31
1991-01-01,Belgium,"Inflação (anual, %)",3.2153106926081,2024-03-31
1992-01-01,Belgium,"Inflação (anual, %)",2.42795567164615,2024-03-31
1993-01-01,Belgium,"Inflação (anual, %)",2.75442643473461,2024-03-31
1994-01-01,Belgium,"Inflação (anual, %)",2.37754084476398,2024-03-31
1995-01-01,Belgium,"Inflação (anual, %)",1.46796699090272,2024-03-31
1996-01-01,Belgium,"Inflação (anual, %)",2.07702107350674,2024-03-31
1997-01-01,Belgium,"Inflação (anual, %)",1.62816049512958,2024-03-31
1998-01-01,Belgium,"Inflação (anual, %)",0.94925028835061,2024-03-31
1999-01-01,Belgium,"Inflação (anual, %)",1.12084823417845,2024-03-31
2000-01-01,Belgium,"Inflação (anual, %)",2.54451776190908,2024-03-31
2001-01-01,Belgium,"Inflação (anual, %)",2.46925823086078,2024-03-31
2002-01-01,Belgium,"Inflação (anual, %)",1.64521436175357,2024-03-31
2003-01-01,Belgium,"Inflação (anual, %)",1.5889639997038,2024-03-31
2004-01-01,Belgium,"Inflação (anual, %)",2.09728311239314,2024-03-31
2005-01-01,Belgium,"Inflação (anual, %)",2.78143263670022,2024-03-31
2006-01-01,Belgium,"Inflação (anual, %)",1.7912077007046,2024-03-31
2007-01-01,Belgium,"Inflação (anual, %)",1.82305630026808,2024-03-31
2008-01-01,Belgium,"Inflação (anual, %)",4.48944420508401,2024-03-31
2009-01-01,Belgium,"Inflação (anual, %)",-0.0531456741253769,2024-03-31
2010-01-01,Belgium,"Inflação (anual, %)",2.18929920422457,2024-03-31
2011-01-01,Belgium,"Inflação (anual, %)",3.53208210722742,2024-03-31
2012-01-01,Belgium,"Inflação (anual, %)",2.83966343445899,2024-03-31
2013-01-01,Belgium,"Inflação (anual, %)",1.1130959402754,2024-03-31
2014-01-01,Belgium,"Inflação (anual, %)",0.340002833356922,2024-03-31
2015-01-01,Belgium,"Inflação (anual, %)",0.561429152790065,2024-03-31
2016-01-01,Belgium,"Inflação (anual, %)",1.97385264653181,2024-03-31
2017-01-01,Belgium,"Inflação (anual, %)",2.12597086002607,2024-03-31
2018-01-01,Belgium,"Inflação (anual, %)",2.05316499865186,2024-03-31
2019-01-01,Belgium,"Inflação (anual, %)",1.43681956996429,2024-03-31
2020-01-01,Belgium,"Inflação (anual, %)",0.740791812220344,2024-03-31
2021-01-01,Belgium,"Inflação (anual, %)",2.44024851144084,2024-03-31
2022-01-01,Belgium,"Inflação (anual, %)",9.597511728725,2024-03-31
1981-01-01,Brazil,"Inflação (anual, %)",101.725072957927,2024-03-31
1982-01-01,Brazil,"Inflação (anual, %)",100.54335919485,2024-03-31
1983-01-01,Brazil,"Inflação (anual, %)",135.027682230473,2024-03-31
1984-01-01,Brazil,"Inflação (anual, %)",192.121733132051,2024-03-31
1985-01-01,Brazil,"Inflação (anual, %)",225.989665211895,2024-03-31
1986-01-01,Brazil,"Inflação (anual, %)",147.142826237604,2024-03-31
1987-01-01,Brazil,"Inflação (anual, %)",228.336162575513,2024-03-31
1988-01-01,Brazil,"Inflação (anual, %)",629.114509120897,2024-03-31
1989-01-01,Brazil,"Inflação (anual, %)",1430.72372514721,2024-03-31
1990-01-01,Brazil,"Inflação (anual, %)",2947.732772483,2024-03-31
1991-01-01,Brazil,"Inflação (anual, %)",432.786661926461,2024-03-31
1992-01-01,Brazil,"Inflação (anual, %)",951.962053052818,2024-03-31
1993-01-01,Brazil,"Inflação (anual, %)",1927.38079016027,2024-03-31
1994-01-01,Brazil,"Inflação (anual, %)",2075.88839757325,2024-03-31
1995-01-01,Brazil,"Inflação (anual, %)",66.0070335542481,2024-03-31
1996-01-01,Brazil,"Inflação (anual, %)",15.7576656002606,2024-03-31
1997-01-01,Brazil,"Inflação (anual, %)",6.92671251629154,2024-03-31
1998-01-01,Brazil,"Inflação (anual, %)",3.19507629280052,2024-03-31
1999-01-01,Brazil,"Inflação (anual, %)",4.85844749902667,2024-03-31
2000-01-01,Brazil,"Inflação (anual, %)",7.04414105947266,2024-03-31
2001-01-01,Brazil,"Inflação (anual, %)",6.84035902487523,2024-03-31
2002-01-01,Brazil,"Inflação (anual, %)",8.45016437708331,2024-03-31
2003-01-01,Brazil,"Inflação (anual, %)",14.7149197228147,2024-03-31
2004-01-01,Brazil,"Inflação (anual, %)",6.59718509985963,2024-03-31
2005-01-01,Brazil,"Inflação (anual, %)",6.86953720898964,2024-03-31
2006-01-01,Brazil,"Inflação (anual, %)",4.18356812896909,2024-03-31
2007-01-01,Brazil,"Inflação (anual, %)",3.64127299102652,2024-03-31
2008-01-01,Brazil,"Inflação (anual, %)",5.67859390284168,2024-03-31
2009-01-01,Brazil,"Inflação (anual, %)",4.88803479876799,2024-03-31
2010-01-01,Brazil,"Inflação (anual, %)",5.03872690108075,2024-03-31
2011-01-01,Brazil,"Inflação (anual, %)",6.6364496221309,2024-03-31
2012-01-01,Brazil,"Inflação (anual, %)",5.40349914036997,2024-03-31
2013-01-01,Brazil,"Inflação (anual, %)",6.20431066640101,2024-03-31
2014-01-01,Brazil,"Inflação (anual, %)",6.32904015516139,2024-03-31
2015-01-01,Brazil,"Inflação (anual, %)",9.02990102416136,2024-03-31
2016-01-01,Brazil,"Inflação (anual, %)",8.73914352329393,2024-03-31
2017-01-01,Brazil,"Inflação (anual, %)",3.44637335032669,2024-03-31
2018-01-01,Brazil,"Inflação (anual, %)",3.66485028376729,2024-03-31
2019-01-01,Brazil,"Inflação (anual, %)",3.73297621216894,2024-03-31
2020-01-01,Brazil,"Inflação (anual, %)",3.21176803803376,2024-03-31
2021-01-01,Brazil,"Inflação (anual, %)",8.30165975585673,2024-03-31
2022-01-01,Brazil,"Inflação (anual, %)",9.28010608956873,2024-03-31
1960-01-01,Canada,"Inflação (anual, %)",1.35869565217392,2024-03-31
1961-01-01,Canada,"Inflação (anual, %)",1.01876675603211,2024-03-31
1962-01-01,Canada,"Inflação (anual, %)",1.06157112526535,2024-03-31
1963-01-01,Canada,"Inflação (anual, %)",1.62815126050428,2024-03-31
1964-01-01,Canada,"Inflação (anual, %)",1.91214470284237,2024-03-31
1965-01-01,Canada,"Inflação (anual, %)",2.33265720081135,2024-03-31
1966-01-01,Canada,"Inflação (anual, %)",3.81565906838453,2024-03-31
1967-01-01,Canada,"Inflação (anual, %)",3.57995226730312,2024-03-31
1968-01-01,Canada,"Inflação (anual, %)",4.05529953917047,2024-03-31
1969-01-01,Canada,"Inflação (anual, %)",4.56155890168292,2024-03-31
1970-01-01,Canada,"Inflação (anual, %)",3.34603981363832,2024-03-31
1971-01-01,Canada,"Inflação (anual, %)",2.70491803278685,2024-03-31
1972-01-01,Canada,"Inflação (anual, %)",4.98802873104551,2024-03-31
1973-01-01,Canada,"Inflação (anual, %)",7.48764728240211,2024-03-31
1974-01-01,Canada,"Inflação (anual, %)",10.997171145686,2024-03-31
1975-01-01,Canada,"Inflação (anual, %)",10.672188595094,2024-03-31
1976-01-01,Canada,"Inflação (anual, %)",7.54173862982148,2024-03-31
1977-01-01,Canada,"Inflação (anual, %)",7.9764453961457,2024-03-31
1978-01-01,Canada,"Inflação (anual, %)",8.97372335151214,2024-03-31
1979-01-01,Canada,"Inflação (anual, %)",9.14467697907181,2024-03-31
1980-01-01,Canada,"Inflação (anual, %)",10.1292205085453,2024-03-31
1981-01-01,Canada,"Inflação (anual, %)",12.4716124148372,2024-03-31
1982-01-01,Canada,"Inflação (anual, %)",10.7689718997139,2024-03-31
1983-01-01,Canada,"Inflação (anual, %)",5.86358802977368,2024-03-31
1984-01-01,Canada,"Inflação (anual, %)",4.30477830391737,2024-03-31
1985-01-01,Canada,"Inflação (anual, %)",3.96203054065205,2024-03-31
1986-01-01,Canada,"Inflação (anual, %)",4.19478629085621,2024-03-31
1987-01-01,Canada,"Inflação (anual, %)",4.3561087122174,2024-03-31
1988-01-01,Canada,"Inflação (anual, %)",4.02823414871611,2024-03-31
1989-01-01,Canada,"Inflação (anual, %)",4.98362189985958,2024-03-31
1990-01-01,Canada,"Inflação (anual, %)",4.78047693336304,2024-03-31
1991-01-01,Canada,"Inflação (anual, %)",5.62586408593005,2024-03-31
1992-01-01,Canada,"Inflação (anual, %)",1.49013290374545,2024-03-31
1993-01-01,Canada,"Inflação (anual, %)",1.86507936507939,2024-03-31
1994-01-01,Canada,"Inflação (anual, %)",0.165562913907291,2024-03-31
1995-01-01,Canada,"Inflação (anual, %)",2.14876033057849,2024-03-31
1996-01-01,Canada,"Inflação (anual, %)",1.57053112507138,2024-03-31
1997-01-01,Canada,"Inflação (anual, %)",1.62121638084531,2024-03-31
1998-01-01,Canada,"Inflação (anual, %)",0.99594245665802,2024-03-31
1999-01-01,Canada,"Inflação (anual, %)",1.73484295105919,2024-03-31
2000-01-01,Canada,"Inflação (anual, %)",2.71943995691976,2024-03-31
2001-01-01,Canada,"Inflação (anual, %)",2.52512013979906,2024-03-31
2002-01-01,Canada,"Inflação (anual, %)",2.25839440940855,2024-03-31
2003-01-01,Canada,"Inflação (anual, %)",2.75856321360112,2024-03-31
2004-01-01,Canada,"Inflação (anual, %)",1.85725871857256,2024-03-31
2005-01-01,Canada,"Inflação (anual, %)",2.21355203439767,2024-03-31
2006-01-01,Canada,"Inflação (anual, %)",2.00202539534161,2024-03-31
2007-01-01,Canada,"Inflação (anual, %)",2.13838399266837,2024-03-31
2008-01-01,Canada,"Inflação (anual, %)",2.37027067444299,2024-03-31
2009-01-01,Canada,"Inflação (anual, %)",0.299466803009299,2024-03-31
2010-01-01,Canada,"Inflação (anual, %)",1.77687154092627,2024-03-31
2011-01-01,Canada,"Inflação (anual, %)",2.91213508872351,2024-03-31
2012-01-01,Canada,"Inflação (anual, %)",1.51567823124517,2024-03-31
2013-01-01,Canada,"Inflação (anual, %)",0.938291897815317,2024-03-31
2014-01-01,Canada,"Inflação (anual, %)",1.90663590717861,2024-03-31
2015-01-01,Canada,"Inflação (anual, %)",1.12524136094277,2024-03-31
2016-01-01,Canada,"Inflação (anual, %)",1.42875954701085,2024-03-31
2017-01-01,Canada,"Inflação (anual, %)",1.59688412852977,2024-03-31
2018-01-01,Canada,"Inflação (anual, %)",2.26822567248103,2024-03-31
2019-01-01,Canada,"Inflação (anual, %)",1.94926902411593,2024-03-31
2020-01-01,Canada,"Inflação (anual, %)",0.716999632307827,2024-03-31
2021-01-01,Canada,"Inflação (anual, %)",3.39519318527528,2024-03-31
2022-01-01,Canada,"Inflação (anual, %)",6.80280115341613,2024-03-31
1960-01-01,Switzerland,"Inflação (anual, %)",1.43879470321092,2024-03-31
1961-01-01,Switzerland,"Inflação (anual, %)",1.84539787448658,2024-03-31
1962-01-01,Switzerland,"Inflação (anual, %)",4.31599287754389,2024-03-31
1963-01-01,Switzerland,"Inflação (anual, %)",3.44021288042955,2024-03-31
1964-01-01,Switzerland,"Inflação (anual, %)",3.08055687101806,2024-03-31
1965-01-01,Switzerland,"Inflação (anual, %)",3.4144786084618,2024-03-31
1966-01-01,Switzerland,"Inflação (anual, %)",4.77597959563696,2024-03-31
1967-01-01,Switzerland,"Inflação (anual, %)",4.00519621563871,2024-03-31
1968-01-01,Switzerland,"Inflação (anual, %)",2.39582226957016,2024-03-31
1969-01-01,Switzerland,"Inflação (anual, %)",2.48903598959377,2024-03-31
1970-01-01,Switzerland,"Inflação (anual, %)",3.61598678629518,2024-03-31
1971-01-01,Switzerland,"Inflação (anual, %)",6.57322111925795,2024-03-31
1972-01-01,Switzerland,"Inflação (anual, %)",6.66000704160239,2024-03-31
1973-01-01,Switzerland,"Inflação (anual, %)",8.75467033024639,2024-03-31
1974-01-01,Switzerland,"Inflação (anual, %)",9.76741431913024,2024-03-31
1975-01-01,Switzerland,"Inflação (anual, %)",6.6965952250783,2024-03-31
1976-01-01,Switzerland,"Inflação (anual, %)",1.71547632285655,2024-03-31
1977-01-01,Switzerland,"Inflação (anual, %)",1.29599916278321,2024-03-31
1978-01-01,Switzerland,"Inflação (anual, %)",1.02879289487425,2024-03-31
1979-01-01,Switzerland,"Inflação (anual, %)",3.64764010558785,2024-03-31
1980-01-01,Switzerland,"Inflação (anual, %)",4.02250084839003,2024-03-31
1981-01-01,Switzerland,"Inflação (anual, %)",6.49030964005719,2024-03-31
1982-01-01,Switzerland,"Inflação (anual, %)",5.65510182392343,2024-03-31
1983-01-01,Switzerland,"Inflação (anual, %)",2.94979443545724,2024-03-31
1984-01-01,Switzerland,"Inflação (anual, %)",2.93145669136625,2024-03-31
1985-01-01,Switzerland,"Inflação (anual, %)",3.43539935298269,2024-03-31
1986-01-01,Switzerland,"Inflação (anual, %)",0.750309839410783,2024-03-31
1987-01-01,Switzerland,"Inflação (anual, %)",1.44032188041722,2024-03-31
1988-01-01,Switzerland,"Inflação (anual, %)",1.87246859731873,2024-03-31
1989-01-01,Switzerland,"Inflação (anual, %)",3.15526979710908,2024-03-31
1990-01-01,Switzerland,"Inflação (anual, %)",5.4039590921894,2024-03-31
1991-01-01,Switzerland,"Inflação (anual, %)",5.8595966346867,2024-03-31
1992-01-01,Switzerland,"Inflação (anual, %)",4.03703020778739,2024-03-31
1993-01-01,Switzerland,"Inflação (anual, %)",3.29262180313611,2024-03-31
1994-01-01,Switzerland,"Inflação (anual, %)",0.8521169951207,2024-03-31
1995-01-01,Switzerland,"Inflação (anual, %)",1.79982776867144,2024-03-31
1996-01-01,Switzerland,"Inflação (anual, %)",0.811634064628211,2024-03-31
1997-01-01,Switzerland,"Inflação (anual, %)",0.520225422736652,2024-03-31
1998-01-01,Switzerland,"Inflação (anual, %)",0.0179384378439098,2024-03-31
1999-01-01,Switzerland,"Inflação (anual, %)",0.806444380959449,2024-03-31
2000-01-01,Switzerland,"Inflação (anual, %)",1.5585291967901,2024-03-31
2001-01-01,Switzerland,"Inflação (anual, %)",0.989020329832546,2024-03-31
2002-01-01,Switzerland,"Inflação (anual, %)",0.642711506543278,2024-03-31
2003-01-01,Switzerland,"Inflação (anual, %)",0.638272930887201,2024-03-31
2004-01-01,Switzerland,"Inflação (anual, %)",0.802908730955227,2024-03-31
2005-01-01,Switzerland,"Inflação (anual, %)",1.17195420333703,2024-03-31
2006-01-01,Switzerland,"Inflação (anual, %)",1.05950928324802,2024-03-31
2007-01-01,Switzerland,"Inflação (anual, %)",0.732350603122248,2024-03-31
2008-01-01,Switzerland,"Inflação (anual, %)",2.42604117060158,2024-03-31
2009-01-01,Switzerland,"Inflação (anual, %)",-0.480481936423275,2024-03-31
2010-01-01,Switzerland,"Inflação (anual, %)",0.688238707220026,2024-03-31
2011-01-01,Switzerland,"Inflação (anual, %)",0.2313492076509,2024-03-31
2012-01-01,Switzerland,"Inflação (anual, %)",-0.692552018105253,2024-03-31
2013-01-01,Switzerland,"Inflação (anual, %)",-0.217323155115693,2024-03-31
2014-01-01,Switzerland,"Inflação (anual, %)",-0.0132025387514939,2024-03-31
2015-01-01,Switzerland,"Inflação (anual, %)",-1.14390867228183,2024-03-31
2016-01-01,Switzerland,"Inflação (anual, %)",-0.434618664285835,2024-03-31
2017-01-01,Switzerland,"Inflação (anual, %)",0.533787839825897,2024-03-31
2018-01-01,Switzerland,"Inflação (anual, %)",0.936335464113563,2024-03-31
2019-01-01,Switzerland,"Inflação (anual, %)",0.362886179940614,2024-03-31
2020-01-01,Switzerland,"Inflação (anual, %)",-0.725874933313384,2024-03-31
2021-01-01,Switzerland,"Inflação (anual, %)",0.581814168489856,2024-03-31
2022-01-01,Switzerland,"Inflação (anual, %)",2.83502798644463,2024-03-31
1969-01-01,Cameroon,"Inflação (anual, %)",-1.1015911872741,2024-03-31
1970-01-01,Cameroon,"Inflação (anual, %)",5.8580858085174,2024-03-31
1971-01-01,Cameroon,"Inflação (anual, %)",4.01402961809857,2024-03-31
1972-01-01,Cameroon,"Inflação (anual, %)",8.0929186957962,2024-03-31
1973-01-01,Cameroon,"Inflação (anual, %)",10.3847487003839,2024-03-31
1974-01-01,Cameroon,"Inflação (anual, %)",17.2329334923306,2024-03-31
1975-01-01,Cameroon,"Inflação (anual, %)",13.5533294051262,2024-03-31
1976-01-01,Cameroon,"Inflação (anual, %)",9.93065056369725,2024-03-31
1977-01-01,Cameroon,"Inflação (anual, %)",14.6983091581554,2024-03-31
1978-01-01,Cameroon,"Inflação (anual, %)",12.4630523441787,2024-03-31
1979-01-01,Cameroon,"Inflação (anual, %)",6.58061081902711,2024-03-31
1980-01-01,Cameroon,"Inflação (anual, %)",9.55175427642872,2024-03-31
1981-01-01,Cameroon,"Inflação (anual, %)",10.7275000000004,2024-03-31
1982-01-01,Cameroon,"Inflação (anual, %)",13.2570198610704,2024-03-31
1983-01-01,Cameroon,"Inflação (anual, %)",16.6312264100787,2024-03-31
1984-01-01,Cameroon,"Inflação (anual, %)",11.3733220902937,2024-03-31
1985-01-01,Cameroon,"Inflação (anual, %)",8.50837434391595,2024-03-31
1986-01-01,Cameroon,"Inflação (anual, %)",7.77002498703532,2024-03-31
1987-01-01,Cameroon,"Inflação (anual, %)",13.140499844701,2024-03-31
1988-01-01,Cameroon,"Inflação (anual, %)",1.6823326077121,2024-03-31
1989-01-01,Cameroon,"Inflação (anual, %)",-1.66552589550542,2024-03-31
1990-01-01,Cameroon,"Inflação (anual, %)",1.09938128383606,2024-03-31
1991-01-01,Cameroon,"Inflação (anual, %)",0.0600513305003455,2024-03-31
1992-01-01,Cameroon,"Inflação (anual, %)",-0.0160550458717418,2024-03-31
1993-01-01,Cameroon,"Inflação (anual, %)",-3.20655456915868,2024-03-31
1994-01-01,Cameroon,"Inflação (anual, %)",35.0944618459464,2024-03-31
1995-01-01,Cameroon,"Inflação (anual, %)",9.06969071921509,2024-03-31
1996-01-01,Cameroon,"Inflação (anual, %)",3.92406372749798,2024-03-31
1997-01-01,Cameroon,"Inflação (anual, %)",4.78623881860376,2024-03-31
1998-01-01,Cameroon,"Inflação (anual, %)",3.17075185386907,2024-03-31
1999-01-01,Cameroon,"Inflação (anual, %)",1.87174500672008,2024-03-31
2000-01-01,Cameroon,"Inflação (anual, %)",1.22719012976132,2024-03-31
2001-01-01,Cameroon,"Inflação (anual, %)",4.41977245881146,2024-03-31
2002-01-01,Cameroon,"Inflação (anual, %)",2.83442260128067,2024-03-31
2003-01-01,Cameroon,"Inflação (anual, %)",0.623163557374316,2024-03-31
2004-01-01,Cameroon,"Inflação (anual, %)",0.233647380067584,2024-03-31
2005-01-01,Cameroon,"Inflação (anual, %)",2.01353950175987,2024-03-31
2006-01-01,Cameroon,"Inflação (anual, %)",5.11757816019469,2024-03-31
2007-01-01,Cameroon,"Inflação (anual, %)",0.921402245650107,2024-03-31
2008-01-01,Cameroon,"Inflação (anual, %)",5.33780627627498,2024-03-31
2009-01-01,Cameroon,"Inflação (anual, %)",3.04361847939998,2024-03-31
2010-01-01,Cameroon,"Inflação (anual, %)",1.27538046242339,2024-03-31
2011-01-01,Cameroon,"Inflação (anual, %)",2.9396994630511,2024-03-31
2012-01-01,Cameroon,"Inflação (anual, %)",2.73529677529558,2024-03-31
2013-01-01,Cameroon,"Inflação (anual, %)",2.0503471800175,2024-03-31
2014-01-01,Cameroon,"Inflação (anual, %)",1.85489850366758,2024-03-31
2015-01-01,Cameroon,"Inflação (anual, %)",2.67623531419899,2024-03-31
2016-01-01,Cameroon,"Inflação (anual, %)",0.874190383289119,2024-03-31
2017-01-01,Cameroon,"Inflação (anual, %)",0.640409149881771,2024-03-31
2018-01-01,Cameroon,"Inflação (anual, %)",1.06885811312928,2024-03-31
2019-01-01,Cameroon,"Inflação (anual, %)",2.45280214062731,2024-03-31
2020-01-01,Cameroon,"Inflação (anual, %)",2.43760882182235,2024-03-31
2021-01-01,Cameroon,"Inflação (anual, %)",2.2718576250357,2024-03-31
2022-01-01,Cameroon,"Inflação (anual, %)",6.24767713343879,2024-03-31
1960-01-01,Costa Rica,"Inflação (anual, %)",0.790205817960074,2024-03-31
1961-01-01,Costa Rica,"Inflação (anual, %)",2.4307939100916,2024-03-31
1962-01-01,Costa Rica,"Inflação (anual, %)",2.67785968742788,2024-03-31
1963-01-01,Costa Rica,"Inflação (anual, %)",2.93161847051352,2024-03-31
1964-01-01,Costa Rica,"Inflação (anual, %)",3.32403316018127,2024-03-31
1965-01-01,Costa Rica,"Inflação (anual, %)",-0.665000000583401,2024-03-31
1966-01-01,Costa Rica,"Inflação (anual, %)",0.182882837621527,2024-03-31
1967-01-01,Costa Rica,"Inflação (anual, %)",1.20834031134425,2024-03-31
1968-01-01,Costa Rica,"Inflação (anual, %)",4.09389143106836,2024-03-31
1969-01-01,Costa Rica,"Inflação (anual, %)",2.62934083658332,2024-03-31
